Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
"I know everyoneâs freaked out about tourists coming to Ireland but I was stood in dunnes earlier &amp; half the shop werenât wearing masks :woman_facepalming_light_skin_tone: can we at least try to get it right ourselves, please ",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@jeffmason1 @realDonaldTrump There are 22 people in this photo and maybe 3 are wearing masks... They are our government :face_with_rolling_eyes:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"I wonder if the people concerned about CO particles accumulating in their #masks and effecting how they are, are the same people that donât believe in the science behind the #ClimateChange?   ",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@MB_moore @edmontonleon @kindermeg You're a moron Mitchell. But I scrolled your timeline, so it's not exactly a surprise to me. Don't like the mandatory masks, feel free to stay home, away from people who are capable of critical thinking",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Face masks are a lot like condoms. Nobody WANTS to wear em but, you should be wearing them to keep yourself and others safe.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"You know the whole point of a mask mandate is to WEAR the mask? NOT put it on your ear, let it hang or leave it by your water bottle or not wear it at all.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@FoxNewsDotCom2 @HaroldJ62777849 @Rep @Biden @RepsForBiden @realDonaldTrump Social Distance. Stay home. Donât open the economy too soon. Wear a mask: The plans that we do have are based on science and they are, no thanks to the # # # #. #SocialDistancing #WearAMask #WearADamnMask",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
At this point I will happily take a couple of months of martial law just so that at the end of it I can get back to my normal life! WEAR A MASING PEOPLE AND PUT IT OVER YOUR DAM DAMING NOSE! I hate this fucking city!   # # # #   #coronavirus,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@antitruth @ @ @ @_H1 @RealJamesWoods Love how sheâs still staying 6 feet away because her miracle mask will keep her safe! Dumb people need to stay home!,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"If you can find a better place to buy groceries than @Wawa, do it. I went to buy pretzels at Lionville 113 store and a young male was brazenly in the store without a mask. You need to refuse service to people not wearing masks.
#WearAMask",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"Not wearing a mask is ""small dick energy.""",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Patriotize Yep masks only worn in the O.R. and infection and high risk areas of high risk patients. And they were not these cheap ass blue and white paper masks they were N95 respirator masks. :pray::flag_for_United_States::heart::frog:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"@ESPNMichele @Rachel__Nichols Prayers for Mr. Rodriguez. Please       #  .  Wear a mask please.    you do don't care about your political party, please for the sake of commen sense, for sports, for humanity, for your kids or your parents.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"Well, it finally happened. Someone close to me has been diagnosed with #COVID19

It is absolutely terrifying to watch. Please",face masks,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29E+18
@D_Facts Look at all the gear our medical workers are wearing but folks want to whine and complain about wearing a mask??,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
#sundayvibes donât consider yourself a pro life Republican if you wonât wear a mask :mask:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@calhouns So you wonât have employees wear a face masks?  So long.  Will NEVER frequent your restuarants!!  Maybe you need to enforce the smoking law too. 
#ox  #knoxville",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@garethicke @Norrienon anyone who doesn't comply with face coverings ect deserve to catch covid and end on a ventilator and die #WearAMask,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Wearing masks during a pandemic is obviously a necessity, and those that aren't are either selfish or moronic. I wear a neck gaiter mask and it doesn't bother me at all, in fact it makes me feel better ( (acting to my anxiety) - Am I alone in feeling this way?",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
DO NOT REOP OPEN SCHOOLS!! #DoNotReopenSchools #ProtectStudents #KeepUsSafe #COVID19 #MaskUp,face masks,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"The difference between anti seatbelt wearing and and anti mask people is that the latter is leaving a digital footprint of their ignorance for their grandkids. 
",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@RightWingWatch What if, stay with me on this, the mask wasn't an affront to his beliefs, but a statement about his compassion for others?  Also, he's a a American, and we'd appreciate it if people like him wouldn't't their ignorance in our flag.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@GlowySkye @OGKBEAR @Dadilicious2 @KingRezizt @WeinreichHolly @realCheeto1 @ @___1 @ccsllewis @C_1 @Pittsburgbitch @leahbake @Duke_of_Phale @Burgh_bitch @M____1 @TroianoNic @MelindaRenee72 @M__ @ @ @__1 @comeundone0 @ @__1 @BResisting @JoeBiden @MeidasTouch @Eiggam5955 @brianlewis3282 @waltsimsjr @onit1977 @jenjones207 @BigPixieKiss @Flyin_Nrs @Peatches66 @Boomer818 @Jeff_resist @babaloo2 @TruthfulReal1ty @BradyBoo75 @C_1 @Wikweko @Brentp56 @WilliamFPeters2 @C__1 @CapAmerica1111 @BogdanoffElaine @TCRG2012 @,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@KrisTStacey If you you test driving what you think your Constitutional rights are... youâll get kicked out of Bass Pro Shops and anywhere else you try to shop without a mask.  You do not have the right to put other peopleâs health in danger.,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Still beyond me why teens are not be wearing masks in schools :thinking_face:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@DianeC62398271 Yes. Wear a damn mask.
ItItIs. Not. Hard.

But if it feels hard for you. Remember.

We can do hard things.

@GlennonDoyle #CO.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"While out at Target in in Cupertino earlier this afternoon, noticed a shopper sans mask #WTF",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@GovernorTomWolf All you snowflake asss, wear a fucking mask. ## #VID. #wearafuckingmask #WearADamnMask",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Person on the BBC today said she wonât wear a mask because sheâs a to a person! I mean come on! :joy::man_facepalming_light_skin_tone:,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
