target,cluster
food label,2
food label law,2
protest,2
natural,2
tax break,1
home schooling,3
home schoolers,3
homeschooling,3
home schooling,3
immigration,9
protecting border,2
immigration,9
government immigration control,9
illegal immigration,9
problem,2
marco,4
immigration,9
marco,4
japanese attendance,2
restaurant,2
legitimate threat,2
employment,1
population growth,2
overcrowding,2
overpopulation,9
overcrowd,2
population growth,2
speech,2
flag burning,2
flag burning,2
law,1
employer 's choice,2
public worker,2
flag burning,2
flag burning,2
supreme court,2
employer 's choice,2
legitimate threat,2
earth 's population,2
conservation,2
population,2
overcrowding,2
living better,2
technological advancement,2
conservation,2
middle east,2
office layout,2
office design,2
advertise,2
criticism,2
public university,3
public university,3
state university,3
intestate student,3
public university,3
public university,3
higher education,3
tax break,1
public education,3
tax break,1
public school system,3
private school voucher,3
paying tax unused service,1
public school,3
public school funding,3
tax break,1
tax break,1
tax break,1
child tax break,1
home schoolers,3
public school system,3
tax break home school,1
everyone paying education tax,1
education tax,1
capital gain,2
dropping interest rate,2
job,2
none,2
tax cut,1
cat,2
declawing cat,2
same sex college,3
racism,9
sex school,3
tax break,1
tax credit homeschooling,1
childless taxpayer,1
home schoolers,3
home school,3
home school tax credit,1
childless taxpayer,1
fee,1
comment congressman,2
bank,1
bar,2
law school,3
law school exam,3
law school,3
law school,3
supply demand,2
privatization,9
government v private sector employment,2
privatization,9
good job,2
privatization,9
government pay benefit,1
smaller government proponent,2
pay inequality,1
pot,1
marijuana,6
pot,1
colorado,4
marijuana,6
marijuana legalization,6
marijuana,6
alcohol,8
marijuana legalization,6
syria,5
chemical weapon,2
blast saddam,4
us,2
united state,2
assad,5
chemical weapon,2
capital gain,2
economist,1
economy,1
tax,1
democracy,9
democracy,9
royalty,1
monarch,2
monarchy,9
royalty,1
affirmative action,2
achievement gap,2
economic policy,1
affirmative action,2
income,1
income,1
economic policy,1
mandatory child,3
vaccine,0
vaccine,0
public health,2
vaccination,0
vaccine,0
vaccine,0
overweight,2
respect dignity,2
judging appearance weight,2
physical health problem,2
judgmental people,2
weight,2
mother teresa,4
poor medical care india,2
hospital care,2
india,4
multi million dollar charity,2
sport program undergraduate school,3
college football,3
college learning,3
higher education,3
farm subsidy,1
farm subsidy,1
farm,2
farm subsidy,1
farm,2
farm industry,2
income,1
financial support,2
financial aid,2
financial aid,2
college education,3
affirmative action,2
financial aid program,2
equality opportunity,2
veganism,7
environment,2
helping environment,2
veganism,7
veganism,7
same sex college,3
woman college,3
woman law school,3
woman 's college,3
college,3
arm,2
taiwan,5
bringing taiwan international community,2
us relationship taiwan,2
gateway drug,8
war drug,8
marijuana,6
marijuana,6
war drug,8
marijuana,6
drug,8
addiction,8
beachfront home,2
public land,2
public beach,2
land,2
making beach public,2
public beach,2
fee access beach,2
home schoolers,3
tax break,1
tax,1
homeschooling,3
tax break,1
break tax,1
tax,1
palestinian state,4
israel,5
palestinian,5
palestinian resistance,4
use violence obtain jewish nation state,2
negotiation hopeless palestinian,4
palestinian cause,4
minor violation,2
u.s. policing,4
police,2
none,2
police,2
police brutality,2
military style police unit,2
police,2
swat team,2
slavery reparation,1
reparation slavery,1
reparation,1
africa,5
slave trade,1
reparation,1
reparation,1
antarctica,4
reparation,1
overcrowding,2
natural resource,2
renewable energy,2
climate change,2
renewable energy,2
solar use,2
peak oil,2
religious belief,2
woman,2
miss america,4
beauty pageant,2
beauty pageant contestant,2
miss america,4
beauty pageant,2
pageant,2
wealthy college,3
columbia,4
free tuition,3
columbia college,3
student loan,3
tax break,1
college,3
israel,5
israel,5
political,9
judge political ideology,2
partisan judge,2
justice,2
judge political party affiliation,2
supreme court justice,2
isi,4
french,4
french,4
europe,5
isi,4
home schoolers,3
tax,1
home school,3
tax break,1
tax break,1
tax,1
homeschool,3
homeschooling tax break,1
atlantic coast,4
environment,2
offshore oil drilling,1
environmental regulation,1
drilling,2
safeguard,2
oil transportation ocean,2
environmental salvaguards,2
oversight internet address,2
multi stakeholder,2
u.s,5
multi stakeholder system,2
stakeholder,2
tfa,4
tfa volunteer,4
volunteerism,9
status teacher,3
tfa,4
tfa volunteer,4
teaching america,4
soldier,2
army,2
candidate 's spouse,2
opinion,2
campaign spouse,2
public university,3
foreign student,3
university,3
intestate student,3
american kid,4
international student,3
international college student,3
freedom speech,2
free speech,2
opinion,2
politician,9
privatization,9
privatization pusher,1
privatization,9
privatization wo n't work,2
bad deal city state,2
privatization,9
economy,1
affirmative action,2
capability academic study,2
family wealth,2
need blind college admission,3
financial aid,2
income,1
college admission,3
need blind university admission,2
wealth,2
electric car,2
china,4
people,2
teacher,3
political correctness,2
research paper,2
research,2
research paper,2
useful excercise college student,3
research paper,2
research paper,2
internet research,2
tax break,1
tax break,1
income tax,1
home schoolers,3
tax,1
constitutional restraint,2
walmart,4
corporate morality,2
walmarts,4
walmart,4
wal mart 's unfair competition,2
walmart,4
wal mart,4
money power,2
corporate responsibility,2
prostitution,8
law,1
motherhood,9
working woman,2
tenure,3
woman,2
family unit,2
men,2
woman 's freedom,2
illegal labor,1
illegal immigrant,9
small farm,2
illegal immigration,9
farm,2
farm,2
immigration,9
farm subsidy,1
farm,2
farmer,1
same sex college,3
coed college,3
electric car,2
hybrid car,2
volt hybrid another step toward alternative,2
hybrid,2
chinese government,4
chinese claim country,2
china,4
right wing caring issue,2
global warming,2
education,3
republican taking,2
education,3
election,9
lawless immigration europe,9
syrian leaving war torn country,2
refugee europe,4
humanitarian aid syria,4
refugee fleeing syria,4
syrian feeling europe,4
refugee,9
refugee,9
refugee europe,4
refugee europe,4
border control,2
gamble,1
education funding,3
state lottery,1
queen college,3
casino,1
school fund,3
lottery,1
state lottery,1
education,3
high school,3
education,3
cegep system,2
education planning,3
cegep system,2
university,3
immigration,9
american politics,4
immigration,9
bernie sander,4
us domestic issue,2
immigration,9
issue facing america,2
tax break,1
tax credit,1
homeschool tax credit,1
tax credit,1
home schoolers,3
public good,2
tax credit,1
tax credit,1
royal couple,2
photojournalist,2
royalty,1
paparazzo,2
modern family,2
journalist,2
privacy violation,2
journalism,3
charter school,3
charter school,3
cherrypicking student,3
charter school,3
charter school,3
people,2
us population,2
immigrant,9
school system,3
home schoolers,3
school,3
day care provided public school,2
tax break,1
public school,3
public school,3
home work,2
cat,2
cat,2
declawing prevents cat overpopulation,2
option go outside,2
tip,1
service employee,2
service job,2
service employee,2
workplace,3
service employee,2
tip,1
service employee,2
service employee,2
much tip,2
hamas fatah unity,4
israel,5
palestine,5
arab jewish conflict,4
israel land ownership,2
mideast peace,4
arab,5
arab,5
soccer,3
voting system,2
fifa corruption,4
fifa,5
world cup,2
fifa,5
one country/one vote system,2
corruption,8
fifa,5
helping condo developer,2
condo development,2
debate question,2
current financial policy,2
tax break thing benefit wealthy,1
rich people,2
wealthy people,2
miss america,4
attraction relationship,2
darwin,4
political correctness,2
darwinian attribute,2
woman,2
woman,2
men seeking female mate better shape fitness wise,2
seeking mate,2
parent,3
child,3
vacation,2
parent,3
family,2
palestinian state,4
intransigence israel,5
netanyahu,5
palestine,5
nation,2
palestinian legitimacy,4
israel,5
netanyahu,5
illegal labor,1
illegal worker,1
farm,2
illegal worker,1
illegal farm worker,1
none,2
illegal worker,1
isi,4
isi,4
state sovereignty,2
iraq war,4
u.s,5
isi,4
israel,5
arabic control jerusalem,4
war,9
arab control jerusalem,4
jewish discrimination,4
religion,9
nothing n't talk public worker,2
jester 's gene,2
book,2
burning book,2
religious literature,2
speech,2
book,2
burning book,2
extreme parenting,2
parental love,2
unconditional love,2
parent,3
fee,1
bank fee,1
bank,1
student support,3
teach america,4
inner city,2
substitute teacher,3
tfa,4
teach america,4
low performing school,3
public preschool,3
preschool environment,3
preschool,3
smart investment,2
preschool,3
preschool,3
education,3
speech,2
muslim,4
war,9
protest,2
public worker,2
burning paper,2
none,2
god,4
economic development sustainability,2
human nature 's ego affect economy,2
hedonism,8
jeffrey sachs peter singer 's course online,2
economic development,2
ego,2
overcrowding,2
ego hedonism,2
nair,4
jeffrey sachs,4
electric car,2
electric car,2
electric,2
farm subsidy,1
farm subsidy,1
subsidizing farm,1
farm subsidy,1
free market,2
country people,2
gamble,1
casino,1
casino,1
cation,2
new york state senate,2
casino,1
casino,1
attack,2
strike,2
victim,2
humanitarian effort,2
harm,2
humanity,2
humanitarian worker,2
geneva convention,4
sport program undergraduate school,3
college sport,3
athlete,3
everyone,2
diet,2
dieting preference,2
personal opinion,2
medication,8
diet,2
veganism,7
keeping healthy,2
improper use supplement,2
paragraph nothing tell veganism,2
handling diet adversions,2
diet,2
public university,3
foreign student,3
state tuition,3
foreign student admission,3
higher education,3
intestate student,3
public college,3
government,1
college acceptance,3
state student,3
lot money people,2
silicon valley,2
technology,2
fitness tracker,2
technological innovation,2
smart watch,2
tracker,2
college student vote,3
vote,9
political thought,2
political dynamic,2
vote,9
political student,3
young people,2
two party system,2
architect,2
local artist,2
architecture,2
architecture,2
nyc,4
city,2
architecture city,2
architectural treasure,2
nyc,4
workplace,3
tip,1
tip,1
employee right,2
restaurant,2
tip,1
wage,1
restaurant service,2
home schoolers,3
public education,3
school tax,1
bully,2
race relation,2
parent,3
tax break,1
school district,3
public school,3
school discipline,3
bully,2
europe,5
supreme court,2
islamic extremism,4
daesh al queda,4
security intelligence,2
terrorism,9
violent fanatic,2
stopping terrorism,2
us intelligence,2
us citizen middle east,2
intelligence method used identify potential terrorist,2
electric car,2
electric,2
electric car,2
gamble,1
casino revenue,1
casino tax,1
casino,1
same sex college,3
male school,3
benefit male college boy,3
feminism,9
felon,8
federal,1
federalism,9
bar,2
law,1
standardized testing,2
bar,2
law school,3
lawyer,1
law school,3
law study,2
law school,3
mandatory child,3
vaccine,0
vaccination,0
vaccination,0
cure disease,2
vaccination,0
vaccine,0
smart investment,2
preschool,3
early education,3
public preschool,3
group environment,2
preschool,3
law,1
minority,2
disenfranchisement law,9
republic,4
supreme court ruling,2
supreme court,2
iran,5
foreign relation,2
iran deal,4
iran nuclear deal,4
threat,2
nuclear deal,2
iran,5
nuclear deal,2
nuclear deal,2
international sanction,2
government,1
travel,2
domestic airline competition,2
airline,2
airline industry,2
american airline industry,2
airline,2
air travel,2
palestinian state,4
israel palestine conflict,5
central government,2
nation,2
independence declaration,2
israel,5
independent nation,2
problem,2
rich nation,2
local school control,3
wealthy american,4
wealth distribution,2
wealth,2
immigration,9
rich american,4
taxing rich,1
wealthy,1
resource,2
threat,2
native,2
native born american,2
immigrant,9
american worker,4
mass arm deal,2
weapon sale,2
weapon system,2
pot,1
marijuana legalization,6
cannabis,6
marijuana,6
cannabis,6
scientific research,2
legalization,6
dual citizenship,9
dual citizenship,9
advice,2
food price,2
subsidizing food,1
food subsidy,1
obesity epidemic,8
electric car,2
electric car battery replacement price,2
battery price,2
immigration,9
immigration law,9
leftist immigration stance,9
immigration issue,9
federal immigration law,9
sanctuary city,2
immigration,9
supreme court ruling,2
illegal immigration,9
sanctuary city,2
college student vote,3
young voter,2
vote,9
matter election,9
voter,9
vote,9
voting youth,9
conservativism,9
helping condo developer,2
real estate,2
real estate city,2
city,2
real estate,2
new york city real estate,2
new york city business growth,2
parent,3
homework,3
parental support education,3
child,3
equality,9
parent teaching child,3
teaching helping kid learn,3
parent helping homework,3
equality,9
privatization,9
management,2
civil servant,2
management,2
bad deal city state,2
civil servant,2
contractor,1
contractor civil servant,2
employment,1
outsourcing work country,2
american unemployment,4
outsource,1
unemployment america,4
privatization,9
outsource,1
outsourcing american job,2
american unemployment,4
arm,2
usa,4
u,2
