target,cluster
food label,2
food label law,2
protest,2
natural,2
tax break,2
home schooling,1
home schoolers,1
homeschooling,1
home schooling,1
immigration,0
protecting border,2
immigration,0
government immigration control,0
illegal immigration,0
problem,2
marco,4
immigration,0
marco,4
japanese attendance,2
restaurant,2
legitimate threat,2
employment,0
population growth,2
overcrowding,0
overpopulation,0
overcrowd,2
population growth,2
speech,2
flag burning,2
flag burning,2
law,0
employer 's choice,2
public worker,2
flag burning,2
flag burning,2
supreme court,2
employer 's choice,2
legitimate threat,2
earth 's population,2
conservation,2
population,2
overcrowding,0
living better,2
technological advancement,2
conservation,2
middle east,2
office layout,2
office design,2
advertise,2
criticism,2
public university,1
public university,1
state university,1
intestate student,1
public university,1
public university,1
higher education,1
tax break,2
public education,1
tax break,2
public school system,1
private school voucher,1
paying tax unused service,2
public school,1
public school funding,1
tax break,2
tax break,2
tax break,2
child tax break,2
home schoolers,1
public school system,1
tax break home school,2
everyone paying education tax,2
education tax,0
capital gain,2
dropping interest rate,2
job,2
none,2
tax cut,2
cat,3
declawing cat,3
same sex college,1
racism,0
sex school,1
tax break,2
tax credit homeschooling,1
childless taxpayer,2
home schoolers,1
home school,1
home school tax credit,2
childless taxpayer,2
fee,2
comment congressman,2
bank,2
bar,2
law school,1
law school exam,1
law school,1
law school,1
supply demand,2
privatization,0
government v private sector employment,2
privatization,0
good job,2
privatization,0
government pay benefit,2
smaller government proponent,2
pay inequality,2
pot,0
marijuana,0
pot,0
colorado,4
marijuana,0
marijuana legalization,0
marijuana,0
alcohol,0
marijuana legalization,0
syria,4
chemical weapon,2
blast saddam,4
us,2
united state,2
assad,4
chemical weapon,2
capital gain,2
economist,2
economy,2
tax,0
democracy,0
democracy,0
royalty,2
monarch,2
monarchy,0
royalty,2
affirmative action,2
achievement gap,2
economic policy,2
affirmative action,2
income,2
income,2
economic policy,2
mandatory child,1
vaccine,0
vaccine,0
public health,2
vaccination,0
vaccine,0
vaccine,0
overweight,2
respect dignity,2
judging appearance weight,2
physical health problem,2
judgmental people,2
weight,2
mother teresa,2
poor medical care india,2
hospital care,2
india,4
multi million dollar charity,2
sport program undergraduate school,1
college football,1
college learning,1
higher education,1
farm subsidy,2
farm subsidy,2
farm,2
farm subsidy,2
farm,2
farm industry,2
income,2
financial support,2
financial aid,2
financial aid,2
college education,1
affirmative action,2
financial aid program,2
equality opportunity,2
veganism,3
environment,2
helping environment,2
veganism,3
veganism,3
same sex college,1
woman college,1
woman law school,1
woman 's college,1
college,1
arm,2
taiwan,4
bringing taiwan international community,2
us relationship taiwan,2
gateway drug,0
war drug,0
marijuana,0
marijuana,0
war drug,0
marijuana,0
drug,0
addiction,0
beachfront home,2
public land,2
public beach,2
land,2
making beach public,2
public beach,2
fee access beach,2
home schoolers,1
tax break,2
tax,0
homeschooling,1
tax break,2
break tax,2
tax,0
palestinian state,4
israel,4
palestinian,4
palestinian resistance,4
use violence obtain jewish nation state,2
negotiation hopeless palestinian,4
palestinian cause,4
minor violation,2
u.s. policing,4
police,0
none,2
police,0
police brutality,0
military style police unit,2
police,0
swat team,2
slavery reparation,0
reparation slavery,0
reparation,2
africa,4
slave trade,2
reparation,2
reparation,2
antarctica,4
reparation,2
overcrowding,0
natural resource,2
renewable energy,2
climate change,2
renewable energy,2
solar use,2
peak oil,2
religious belief,2
woman,2
miss america,4
beauty pageant,2
beauty pageant contestant,2
miss america,4
beauty pageant,2
pageant,2
wealthy college,1
columbia,4
free tuition,1
columbia college,1
student loan,1
tax break,2
college,1
israel,4
israel,4
political,0
judge political ideology,2
partisan judge,2
justice,2
judge political party affiliation,2
supreme court justice,2
isi,2
french,4
french,4
europe,4
isi,2
home schoolers,1
tax,0
home school,1
tax break,2
tax break,2
tax,0
homeschool,1
homeschooling tax break,2
atlantic coast,4
environment,2
offshore oil drilling,2
environmental regulation,2
drilling,2
safeguard,2
oil transportation ocean,2
environmental salvaguards,2
oversight internet address,2
multi stakeholder,2
u.s,4
multi stakeholder system,2
stakeholder,2
tfa,4
tfa volunteer,2
volunteerism,0
status teacher,1
tfa,4
tfa volunteer,2
teaching america,4
soldier,2
army,2
candidate 's spouse,2
opinion,2
campaign spouse,2
public university,1
foreign student,1
university,1
intestate student,1
american kid,1
international student,1
international college student,1
freedom speech,2
free speech,2
opinion,2
politician,0
privatization,0
privatization pusher,0
privatization,0
privatization wo n't work,2
bad deal city state,2
privatization,0
economy,2
affirmative action,2
capability academic study,2
family wealth,2
need blind college admission,1
financial aid,2
income,2
college admission,1
need blind university admission,2
wealth,2
electric car,2
china,4
people,2
teacher,1
political correctness,2
research paper,2
research,2
research paper,2
useful excercise college student,1
research paper,2
research paper,2
internet research,2
tax break,2
tax break,2
income tax,0
home schoolers,1
tax,0
constitutional restraint,2
walmart,4
corporate morality,2
walmarts,4
walmart,4
wal mart 's unfair competition,2
walmart,4
wal mart,2
money power,2
corporate responsibility,2
prostitution,0
law,0
motherhood,0
working woman,2
tenure,1
woman,2
family unit,2
men,2
woman 's freedom,2
illegal labor,0
illegal immigrant,0
small farm,2
illegal immigration,0
farm,2
farm,2
immigration,0
farm subsidy,2
farm,2
farmer,2
same sex college,1
coed college,1
electric car,2
hybrid car,2
volt hybrid another step toward alternative,2
hybrid,2
chinese government,2
chinese claim country,2
china,4
right wing caring issue,2
global warming,2
education,1
republican taking,2
education,1
election,0
lawless immigration europe,0
syrian leaving war torn country,2
refugee europe,4
humanitarian aid syria,4
refugee fleeing syria,4
syrian feeling europe,4
refugee,0
refugee,0
refugee europe,4
refugee europe,4
border control,2
gamble,2
education funding,1
state lottery,2
queen college,1
casino,2
school fund,1
lottery,0
state lottery,2
education,1
high school,1
education,1
cegep system,2
education planning,1
cegep system,2
university,1
immigration,0
american politics,4
immigration,0
bernie sander,4
us domestic issue,2
immigration,0
issue facing america,2
tax break,2
tax credit,2
homeschool tax credit,1
tax credit,2
home schoolers,1
public good,2
tax credit,2
tax credit,2
royal couple,2
photojournalist,2
royalty,2
paparazzo,2
modern family,2
journalist,2
privacy violation,2
journalism,1
charter school,1
charter school,1
cherrypicking student,1
charter school,1
charter school,1
people,2
us population,2
immigrant,0
school system,1
home schoolers,1
school,1
day care provided public school,2
tax break,2
public school,1
public school,1
home work,2
cat,3
cat,3
declawing prevents cat overpopulation,3
option go outside,2
tip,2
service employee,2
service job,2
service employee,2
workplace,2
service employee,2
tip,2
service employee,2
service employee,2
much tip,2
hamas fatah unity,4
israel,4
palestine,4
arab jewish conflict,4
israel land ownership,2
mideast peace,4
arab,4
arab,4
soccer,1
voting system,2
fifa corruption,4
fifa,4
world cup,2
fifa,4
one country/one vote system,2
corruption,0
fifa,4
helping condo developer,2
condo development,2
debate question,2
current financial policy,2
tax break thing benefit wealthy,2
rich people,2
wealthy people,2
miss america,4
attraction relationship,2
darwin,4
political correctness,2
darwinian attribute,2
woman,2
woman,2
men seeking female mate better shape fitness wise,2
seeking mate,2
parent,1
child,1
vacation,2
parent,1
family,2
palestinian state,4
intransigence israel,4
netanyahu,4
palestine,4
nation,2
palestinian legitimacy,4
israel,4
netanyahu,4
illegal labor,0
illegal worker,0
farm,2
illegal worker,0
illegal farm worker,2
none,2
illegal worker,0
isi,2
isi,2
state sovereignty,2
iraq war,4
u.s,4
isi,2
israel,4
arabic control jerusalem,4
war,0
arab control jerusalem,4
jewish discrimination,4
religion,0
nothing n't talk public worker,2
jester 's gene,2
book,2
burning book,2
religious literature,2
speech,2
book,2
burning book,2
extreme parenting,2
parental love,2
unconditional love,2
parent,1
fee,2
bank fee,2
bank,2
student support,1
teach america,4
inner city,2
substitute teacher,1
tfa,4
teach america,4
low performing school,1
public preschool,1
preschool environment,1
preschool,1
smart investment,2
preschool,1
preschool,1
education,1
speech,2
muslim,4
war,0
protest,2
public worker,2
burning paper,2
none,2
god,2
economic development sustainability,2
human nature 's ego affect economy,2
hedonism,2
jeffrey sachs peter singer 's course online,2
economic development,2
ego,2
overcrowding,0
ego hedonism,2
nair,4
jeffrey sachs,4
electric car,2
electric car,2
electric,2
farm subsidy,2
farm subsidy,2
subsidizing farm,2
farm subsidy,2
free market,2
country people,2
gamble,2
casino,2
casino,2
cation,2
new york state senate,2
casino,2
casino,2
attack,2
strike,2
victim,2
humanitarian effort,2
harm,2
humanity,2
humanitarian worker,2
geneva convention,2
sport program undergraduate school,1
college sport,1
athlete,1
everyone,2
diet,3
dieting preference,2
personal opinion,2
medication,0
diet,3
veganism,3
keeping healthy,2
improper use supplement,2
paragraph nothing tell veganism,2
handling diet adversions,2
diet,3
public university,1
foreign student,1
state tuition,1
foreign student admission,1
higher education,1
intestate student,1
public college,1
government,0
college acceptance,1
state student,1
lot money people,2
silicon valley,2
technology,2
fitness tracker,2
technological innovation,2
smart watch,2
tracker,2
college student vote,1
vote,0
political thought,2
political dynamic,2
vote,0
political student,1
young people,2
two party system,2
architect,2
local artist,2
architecture,2
architecture,2
nyc,4
city,2
architecture city,2
architectural treasure,2
nyc,4
workplace,2
tip,2
tip,2
employee right,2
restaurant,2
tip,2
wage,2
restaurant service,2
home schoolers,1
public education,1
school tax,1
bully,2
race relation,2
parent,1
tax break,2
school district,1
public school,1
school discipline,1
bully,2
europe,4
supreme court,2
islamic extremism,4
daesh al queda,2
security intelligence,2
terrorism,0
violent fanatic,2
stopping terrorism,0
us intelligence,2
us citizen middle east,2
intelligence method used identify potential terrorist,2
electric car,2
electric,2
electric car,2
gamble,2
casino revenue,2
casino tax,2
casino,2
same sex college,1
male school,1
benefit male college boy,1
feminism,0
felon,0
federal,0
federalism,0
bar,2
law,0
standardized testing,2
bar,2
law school,1
lawyer,2
law school,1
law study,2
law school,1
mandatory child,1
vaccine,0
vaccination,0
vaccination,0
cure disease,2
vaccination,0
vaccine,0
smart investment,2
preschool,1
early education,1
public preschool,1
group environment,2
preschool,1
law,0
minority,2
disenfranchisement law,0
republic,4
supreme court ruling,2
supreme court,2
iran,4
foreign relation,2
iran deal,4
iran nuclear deal,4
threat,2
nuclear deal,2
iran,4
nuclear deal,2
nuclear deal,2
international sanction,2
government,0
travel,2
domestic airline competition,2
airline,2
airline industry,2
american airline industry,2
airline,2
air travel,2
palestinian state,4
israel palestine conflict,4
central government,2
nation,2
independence declaration,2
israel,4
independent nation,2
problem,2
rich nation,2
local school control,1
wealthy american,2
wealth distribution,2
wealth,2
immigration,0
rich american,2
taxing rich,2
wealthy,2
resource,2
threat,2
native,2
native born american,2
immigrant,0
american worker,2
mass arm deal,2
weapon sale,2
weapon system,2
pot,0
marijuana legalization,0
cannabis,0
marijuana,0
cannabis,0
scientific research,2
legalization,0
dual citizenship,0
dual citizenship,0
advice,2
food price,2
subsidizing food,2
food subsidy,2
obesity epidemic,0
electric car,2
electric car battery replacement price,2
battery price,2
immigration,0
immigration law,0
leftist immigration stance,0
immigration issue,0
federal immigration law,0
sanctuary city,2
immigration,0
supreme court ruling,2
illegal immigration,0
sanctuary city,2
college student vote,1
young voter,2
vote,0
matter election,2
voter,0
vote,0
voting youth,0
conservativism,0
helping condo developer,2
real estate,2
real estate city,2
city,2
real estate,2
new york city real estate,2
new york city business growth,2
parent,1
homework,1
parental support education,1
child,1
equality,0
parent teaching child,1
teaching helping kid learn,1
parent helping homework,1
equality,0
privatization,0
management,2
civil servant,2
management,2
bad deal city state,2
civil servant,2
contractor,2
contractor civil servant,2
employment,0
outsourcing work country,2
american unemployment,4
outsource,2
unemployment america,4
privatization,0
outsource,2
outsourcing american job,2
american unemployment,4
arm,2
usa,4
u,2
