Tweet,Target 1,Stance 1,set,Target ori
a person could be tempted to commit a crime they would not otherwise have done if faced with entrapment practices.,Entrapment,AGAINST,train,Entrapment should be legalized
a person has a right to state his opinion about how he feels about his country,prohibit flag burning,AGAINST,train,We should prohibit flag burning
a person has the right to choose cosmetic surgery if they want to and they should not be prevented from doing so.,ban surgery,AGAINST,train,We should ban cosmetic surgery
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",offence,AGAINST,train,Assisted suicide should be a criminal offence
"A person has to earn money in order support himself/herself. For some, there are no viable alternatives to prostitution. Arresting someone for just trying to survive is unjust.",prostitution,FAVOR,train,We should legalize prostitution
a person is either male or female unless born hermaphrodite so pandering to people who have decided to be gender-neutral is another example of the world gone mad.,language,AGAINST,train,We should adopt gender-neutral language
a person needs to be able to choose to work as long as they are well enough to do so.,end mandatory retirement,FAVOR,train,We should end mandatory retirement
"a person or business has a right to profit or use their own invention, idea, process etc without fearing someone stealing it.",property rights,AGAINST,train,We should abolish intellectual property rights
a person should be able to bear arms to protect themselves and anyone around them,arms,AGAINST,train,We should abolish the right to keep and bear arms
a person should be able to choose if they want to remain a virgin without persecution.,vow celibacy,AGAINST,train,The vow of celibacy should be abandoned
a person should be able to choose who they want to spend their life with,legalize polygamy,FAVOR,train,We should legalize polygamy
a person should be allowed to choose a natural approach to curing their disease.  especially one that has existed since the 1700's.,Homeopathy harm good,AGAINST,train,Homeopathy brings more harm than good
a person should be allowed to choose what happens to their bodies,ban surgery minors,AGAINST,train,We should ban cosmetic surgery for minors
